start_url,corpo
https://www.cnnbrasil.com.br/politica/boris-casoy-e-dificil-definir-quem-ganhou-o-debate-presidencial-de-domingo/,teste
https://www.cnnbrasil.com.br/politica/fernando-molica-lula-tentou-evitar-briga-em-debate-mas-nao-deu-certo/,teste
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
start_url,corpo
https://www.cnnbrasil.com.br/politica/boris-casoy-e-dificil-definir-quem-ganhou-o-debate-presidencial-de-domingo/,teste
https://www.cnnbrasil.com.br/politica/fernando-molica-lula-tentou-evitar-briga-em-debate-mas-nao-deu-certo/,teste
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
start_url,corpo
https://www.cnnbrasil.com.br/politica/boris-casoy-e-dificil-definir-quem-ganhou-o-debate-presidencial-de-domingo/,teste
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
https://www.cnnbrasil.com.br/politica/fernando-molica-lula-tentou-evitar-briga-em-debate-mas-nao-deu-certo/,teste
start_url,corpo
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
start_url,corpo
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
start_url,corpo
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
start_url,corpo
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
start_url,corpo
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
start_url,corpo
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
start_url,corpo
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
start_url,corpo
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
start_url,corpo
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
start_url,corpo
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
start_url,corpo
https://www.cnnbrasil.com.br/politica/ciro-defende-cortar-imposto-de-quem-trabalha-e-produz-e-aumentar-de-super-ricos/,teste
https://www.cnnbrasil.com.br/politica/boris-casoy-e-dificil-definir-quem-ganhou-o-debate-presidencial-de-domingo/,teste
https://www.cnnbrasil.com.br/politica/imprensa-internacional-repercute-trocas-de-acusacoes-entre-lula-e-bolsonaro/,teste
https://www.cnnbrasil.com.br/politica/fernando-molica-lula-tentou-evitar-briga-em-debate-mas-nao-deu-certo/,teste
https://www.cnnbrasil.com.br/politica/aliados-de-lula-defendem-que-janones-amenize-postura-contra-bolsonaristas/,teste
https://www.cnnbrasil.com.br/politica/terceira-via-se-saiu-bem-em-debate-mas-nao-a-ponto-de-ganhar-voto-diz-especialista/,teste
https://www.cnnbrasil.com.br/politica/cnn-entrevista-simone-tebet-nesta-segunda-e-inicia-serie-com-presidenciaveis/,teste
https://www.cnnbrasil.com.br/politica/tse-deve-julgar-amanha-declaracoes-de-bolsonaro-em-reuniao-com-embaixadores/,teste
https://www.cnnbrasil.com.br/politica/claudio-castro-abre-serie-de-entrevistas-da-cnn-com-candidatos-ao-governo-do-rj/,teste
https://www.cnnbrasil.com.br/politica/ciro-e-tebet-devem-utilizar-trechos-de-debate-em-palanques-eletronicos/,teste
https://www.cnnbrasil.com.br/politica/federacoes-concentram-155-do-total-de-candidaturas-nas-eleicoes-2022/,teste
https://www.cnnbrasil.com.br/politica/pesquisa-fsb-para-presidente-lula-tem-43-bolsonaro-36/,teste
https://www.cnnbrasil.com.br/politica/campanha-tem-duvidas-sobre-presenca-de-bolsonaro-em-proximos-debates-no-1-turno/,teste
https://www.cnnbrasil.com.br/politica/congresso-precisa-votar-cinco-medidas-provisorias-antes-das-eleicoes/,teste
https://www.cnnbrasil.com.br/politica/bastidores-do-primeiro-debate-dia-dos-candidatos-e-mais-de-29-de-agosto/,teste
https://www.cnnbrasil.com.br/politica/ciro-e-tebet-tem-mais-mencoes-positivas-nas-redes-durante-debate-diz-quaest/,teste
https://www.cnnbrasil.com.br/politica/tse-comeca-a-lacrar-programas-que-serao-utilizados-nas-urnas-eletronicas/,teste
https://www.cnnbrasil.com.br/politica/sessao-apos-sete-de-setembro-sera-a-ultima-de-luiz-fux-como-presidente-do-stf/,teste
https://www.cnnbrasil.com.br/politica/debate-encerra-semana-de-entrevistas-e-estreia-dos-presidenciaveis-na-tv/,teste
https://www.cnnbrasil.com.br/politica/de-ensino-integral-a-cotas-sociais-os-planos-dos-presidenciaveis-para-a-educacao/,teste
https://www.cnnbrasil.com.br/politica/ministra-do-tse-nega-pedido-para-remover-postagens-de-opositores-contra-lula/,teste
https://www.cnnbrasil.com.br/politica/alexandre-de-moraes-marca-nova-reuniao-com-ministro-da-defesa/,teste
https://www.cnnbrasil.com.br/politica/agenda-dos-candidatos-lula-encontra-eurodeputados-e-bolsonaro-da-entrevista-a-radio/,teste
https://www.cnnbrasil.com.br/politica/ministra-do-tse-da-24h-para-remocao-de-posts-contra-lula-sobre-adelio-e-motoboys/,teste
https://www.cnnbrasil.com.br/politica/mulheres-representam-17-das-223-candidaturas-aos-governos-estaduais/,teste
https://www.cnnbrasil.com.br/politica/pge-da-parecer-favoravel-a-candidatura-de-pablo-marcal-a-presidente/,teste
https://www.cnnbrasil.com.br/politica/moraes-deveria-ser-mais-transparente-para-evitar-questionamentos-diz-especialista/,teste
https://www.cnnbrasil.com.br/politica/dia-dos-candidatos-lula-se-reune-com-governadores-bolsonaro-em-posse-no-cnj/,teste
https://www.cnnbrasil.com.br/politica/candidatos-priorizam-estados-com-maior-peso-eleitoral-no-inicio-da-campanha/,teste
https://www.cnnbrasil.com.br/politica/podcast-e-tem-mais-como-a-economia-influencia-a-estrategia-e-a-visao-dos-candidatos-ao-planalto/,teste
https://www.cnnbrasil.com.br/politica/briga-nos-bastidores-e-ataques-diretos-entre-lula-e-bolsonaro-marcam-1o-debate-na-tv/,teste
https://www.cnnbrasil.com.br/politica/tse-libera-nesta-terca-feira-30-consulta-a-secao-do-voto-em-transito/,teste
https://www.cnnbrasil.com.br/politica/ministro-do-tse-determina-remocao-de-site-similar-a-oficial-de-ciro-gomes/,teste
https://www.cnnbrasil.com.br/politica/lula-confirma-entrevista-a-cnn-mas-pede-mudanca-de-data/,teste
https://www.cnnbrasil.com.br/politica/lula-defende-protecao-da-amazonia-e-bolsonaro-cancela-ida-a-sabatina/,teste
https://www.cnnbrasil.com.br/politica/pesquisa-ipec-para-o-governo-do-acre-gladson-cameli-tem-51-jorge-viana-27/,teste
https://www.cnnbrasil.com.br/politica/candidatos-a-presidencia-se-encontram-no-primeiro-debate-da-campanha-na-tv/,teste
https://www.cnnbrasil.com.br/politica/campanha-de-lula-planeja-mobilizacao-nacional-tres-dias-apos-sete-de-setembro/,teste
https://www.cnnbrasil.com.br/politica/debate-da-corrupcao-ficou-muito-longe-do-dia-a-dia-do-eleitor-diz-especialista/,teste
https://www.cnnbrasil.com.br/politica/pesquisa-ipec-para-presidente-lula-tem-44-bolsonaro-32-2/,teste
https://www.cnnbrasil.com.br/politica/tebet-quer-rever-vitaliciedade-no-stf-e-condiciona-auxilio-a-reformas/,teste
https://www.cnnbrasil.com.br/politica/pgr-apoia-estender-inquerito-que-investiga-fala-de-bolsonaro-sobre-vacina-e-aids/,teste
https://www.cnnbrasil.com.br/politica/memorial-de-apuracao-das-milicias-digitais-aponta-intrincado-sistema-de-financiamento/,teste
https://www.cnnbrasil.com.br/politica/ipec-para-governo-de-roraima-antonio-denarium-tem-45-teresa-surita-38/,teste
https://www.cnnbrasil.com.br/politica/ipec-para-governo-da-pb-azevedo-tem-32-lima-16-ferreira-15-e-vital-14/,teste
https://www.cnnbrasil.com.br/politica/lula-topa-e-encontro-com-evangelicos-e-agendado-para-a-semana-que-vem-no-rj/,teste
https://www.cnnbrasil.com.br/politica/armar-a-populacao-nao-tem-nada-a-ver-com-armar-bandidos-diz-castro/,teste
https://www.cnnbrasil.com.br/politica/pgr-e-contra-investigar-bolsonaro-por-interferencia-no-caso-milton-ribeiro/,teste
https://www.cnnbrasil.com.br/politica/ministro-do-tse-proibe-roberto-jefferson-de-fazer-propaganda-eleitoral-gratuita/,teste
https://www.cnnbrasil.com.br/politica/tebet-lula-e-bolsonaro-alimentam-odio-e-tem-denuncias-graves-de-corrupcao/,teste
https://www.cnnbrasil.com.br/politica/lula-defende-parceria-com-a-ue-para-explorar-amazonia-de-forma-sustentavel/,teste
